Name,log2FoldChange
Cc72_00026239-RA,-0.007103551
Cc72_00026240-RA,NA
Cc72_00026242-RA,NA
Cc72_00026241-RA,NA
Cc72_00026243-RA,NA
Cc72_00026244-RA,NA
Cc72_00026245-RA,NA
Cc72_00026247-RA,NA
Cc72_00026246-RA,NA
Cc72_00026248-RA,NA
Cc72_00026249-RA,NA
Cc72_00026250-RA,NA
Cc72_00026252-RA,NA
Cc72_00026251-RA,NA
Cc72_00026256-RA,NA
Cc72_00026257-RA,NA
Cc72_00026259-RA,NA
Cc72_00026255-RA,NA
Cc72_00026253-RA,NA
Cc72_00026258-RA,NA
Cc72_00026254-RA,0.06902495
Cc72_00026260-RA,NA
Cc72_00026261-RA,-1.177351743
Cc72_00026264-RA,-0.282507663
Cc72_00026263-RA,-2.586623844
Cc72_00026262-RA,-0.514877159
Cc72_00026266-RA,-0.503062415
Cc72_00026265-RA,0.366907361
Cc72_00026272-RA,-0.108733566
Cc72_00026271-RA,NA
Cc72_00026270-RA,NA
Cc72_00026268-RA,NA
Cc72_00026267-RA,NA
Cc72_00026273-RA,NA
Cc72_00026269-RA,-0.033912123
Cc72_00026274-RA,NA
Cc72_00026276-RA,-0.881658473
Cc72_00026275-RA,NA
Cc72_00026279-RA,NA
Cc72_00026277-RA,1.288890065
Cc72_00026278-RA,-0.774498703
Cc72_00026281-RA,NA
Cc72_00026280-RA,-0.386146918
Cc72_00026283-RA,-0.34093796
Cc72_00026282-RA,-0.069059563
Cc72_00026285-RA,-0.967149453
Cc72_00026284-RA,-0.514877159
Cc72_00026286-RA,0.316915095
Cc72_00026287-RA,-0.00553194
Cc72_00026289-RA,-0.267042041
Cc72_00026288-RA,0.514533307
Cc72_00026291-RA,0.118774605
Cc72_00026290-RA,NA
Cc72_00026292-RA,-0.276314539
Cc72_00026294-RA,0.026694674
Cc72_00026296-RA,0.904426357
Cc72_00026293-RA,0.124894474
Cc72_00026295-RA,NA
Cc72_00026300-RA,NA
Cc72_00026297-RA,-0.45774032
Cc72_00026301-RA,NA
Cc72_00026298-RA,-0.037297001
Cc72_00026299-RA,-0.144416655
Cc72_00026302-RA,1.152373754
Cc72_00026304-RA,NA
Cc72_00026303-RA,NA
Cc72_00026305-RA,NA
Cc72_00026307-RA,NA
Cc72_00026306-RA,1.452392673
Cc72_00026308-RA,NA
Cc72_00026309-RA,NA
Cc72_00026310-RA,NA
Cc72_00026311-RA,-0.017751667
Cc72_00026313-RA,NA
Cc72_00026312-RA,NA
Cc72_00026314-RA,NA
Cc72_00026315-RA,NA
Cc72_00026316-RA,NA
Cc72_00026317-RA,NA
Cc72_00026319-RA,NA
Cc72_00026318-RA,NA
Cc72_00026322-RA,0.351136544
Cc72_00026324-RA,-0.164316142
Cc72_00026325-RA,-0.174843067
Cc72_00026323-RA,0.494196128
Cc72_00026320-RA,NA
Cc72_00026321-RA,0.307852375
Cc72_00026330-RA,NA
Cc72_00026327-RA,-1.516524739
Cc72_00026328-RA,-0.514877159
Cc72_00026326-RA,-1.507678289
Cc72_00026329-RA,-0.377462462
Cc72_00026334-RA,-0.960418446
Cc72_00026331-RA,0.034134789
Cc72_00026333-RA,-1.376652368
Cc72_00026332-RA,-1.013282954
Cc72_00026336-RA,NA
Cc72_00026335-RA,-0.423665574
Cc72_00026337-RA,NA
Cc72_00026340-RA,1.187985927
Cc72_00026338-RA,0.478733943
Cc72_00026339-RA,NA
Cc72_00026342-RA,NA
Cc72_00026341-RA,NA
Cc72_00026343-RA,NA
Cc72_00026344-RA,NA
Cc72_00026345-RA,NA
Cc72_00026346-RA,1.552991212
Cc72_00026348-RA,NA
Cc72_00026347-RA,NA
Cc72_00026350-RA,NA
Cc72_00026349-RA,NA
Cc72_00026351-RA,NA
Cc72_00026352-RA,NA
Cc72_00026353-RA,NA
Cc72_00026354-RA,NA
Cc72_00026356-RA,NA
Cc72_00026355-RA,NA
Cc72_00026359-RA,NA
Cc72_00026358-RA,NA
Cc72_00026357-RA,0.453893669
Cc72_00026360-RA,NA
Cc72_00026361-RA,NA
Cc72_00026363-RA,-0.472767844
Cc72_00026362-RA,NA
Cc72_00026364-RA,NA
Cc72_00026365-RA,NA
Cc72_00026366-RA,NA
Cc72_00026367-RA,NA
Cc72_00026368-RA,NA
Cc72_00026369-RA,NA
Cc72_00026371-RA,NA
Cc72_00026370-RA,NA
Cc72_00026373-RA,NA
Cc72_00026375-RA,NA
Cc72_00026372-RA,NA
Cc72_00026374-RA,NA
Cc72_00026378-RA,NA
Cc72_00026380-RA,NA
Cc72_00026376-RA,NA
Cc72_00026379-RA,NA
Cc72_00026377-RA,1.402473707
Cc72_00026383-RA,NA
Cc72_00026381-RA,1.794133149
Cc72_00026382-RA,NA
Cc72_00026389-RA,-1.755436842
Cc72_00026390-RA,NA
Cc72_00026388-RA,NA
Cc72_00026386-RA,NA
Cc72_00026385-RA,NA
Cc72_00026384-RA,0.446851476
Cc72_00026387-RA,0.880588419
Cc72_00026394-RA,NA
Cc72_00026392-RA,0.44690634
Cc72_00026396-RA,NA
Cc72_00026393-RA,-0.006767785
Cc72_00026391-RA,NA
Cc72_00026395-RA,NA
Cc72_00026401-RA,NA
Cc72_00026400-RA,NA
Cc72_00026403-RA,NA
Cc72_00026399-RA,0.850229942
Cc72_00026402-RA,NA
Cc72_00026397-RA,NA
Cc72_00026398-RA,NA
Cc72_00026408-RA,NA
Cc72_00026405-RA,1.521252734
Cc72_00026406-RA,NA
Cc72_00026404-RA,NA
Cc72_00026407-RA,NA
Cc72_00026409-RA,NA
Cc72_00026413-RA,-0.088710787
Cc72_00026415-RA,-0.028880359
Cc72_00026410-RA,NA
Cc72_00026414-RA,0.695780141
Cc72_00026412-RA,NA
Cc72_00026411-RA,NA
Cc72_00026418-RA,-1.255430951
Cc72_00026419-RA,-0.236055554
Cc72_00026416-RA,NA
Cc72_00026417-RA,NA
Cc72_00026423-RA,-0.9740382
Cc72_00026422-RA,NA
Cc72_00026421-RA,NA
Cc72_00026424-RA,-0.091284224
Cc72_00026420-RA,NA
Cc72_00026425-RA,NA
Cc72_00026426-RA,0.232382287
Cc72_00026427-RA,-0.399056081
Cc72_00026429-RA,0.045311063
Cc72_00026430-RA,NA
Cc72_00026428-RA,NA
Cc72_00026431-RA,NA
Cc72_00026432-RA,NA
Cc72_00026435-RA,NA
Cc72_00026433-RA,NA
Cc72_00026436-RA,-0.424930921
Cc72_00026434-RA,NA
Cc72_00026437-RA,NA
Cc72_00026442-RA,0.020317548
Cc72_00026440-RA,NA
Cc72_00026439-RA,-0.511622907
Cc72_00026444-RA,0.382858181
Cc72_00026443-RA,0.355855985
Cc72_00026445-RA,NA
Cc72_00026447-RA,0.880588419
Cc72_00026441-RA,-0.514877159
Cc72_00026438-RA,NA
Cc72_00026448-RA,NA
Cc72_00026449-RA,NA
Cc72_00026446-RA,NA
Cc72_00026450-RA,NA
Cc72_00026451-RA,NA
Cc72_00026452-RA,NA
Cc72_00026453-RA,NA
Cc72_00026456-RA,0.034433248
Cc72_00026455-RA,NA
Cc72_00026454-RA,NA
Cc72_00026457-RA,-1.327055343
Cc72_00026459-RA,NA
Cc72_00026461-RA,0.1240632
Cc72_00026458-RA,0.199593301
Cc72_00026464-RA,0.021686726
Cc72_00026460-RA,NA
Cc72_00026463-RA,0.122676091
Cc72_00026462-RA,-0.002355017
Cc72_00026465-RA,NA
Cc72_00026468-RA,NA
Cc72_00026466-RA,NA
Cc72_00026467-RA,NA
Cc72_00026470-RA,NA
Cc72_00026469-RA,NA
Cc72_00026477-RA,-0.103726961
Cc72_00026471-RA,0.134917818
Cc72_00026478-RA,-0.696598204
Cc72_00026472-RA,-0.514877159
Cc72_00026473-RA,NA
Cc72_00026476-RA,-0.037271992
Cc72_00026475-RA,-0.486599806
Cc72_00026474-RA,-0.514877159
Cc72_00026480-RA,NA
Cc72_00026479-RA,NA
Cc72_00026489-RA,NA
Cc72_00026485-RA,-0.03406983
Cc72_00026483-RA,NA
Cc72_00026484-RA,NA
Cc72_00026481-RA,NA
Cc72_00026488-RA,-0.106545344
Cc72_00026482-RA,NA
Cc72_00026487-RA,0.236680098
Cc72_00026486-RA,NA
Cc72_00026490-RA,NA
Cc72_00026495-RA,1.629700327
Cc72_00026492-RA,NA
Cc72_00026491-RA,NA
Cc72_00026493-RA,NA
Cc72_00026494-RA,NA
Cc72_00026498-RA,NA
Cc72_00026501-RA,-0.143330166
Cc72_00026497-RA,0.270072872
Cc72_00026502-RA,NA
Cc72_00026500-RA,-0.351388887
Cc72_00026505-RA,NA
Cc72_00026499-RA,NA
Cc72_00026506-RA,NA
Cc72_00026496-RA,NA
Cc72_00026503-RA,NA
Cc72_00026504-RA,NA
Cc72_00026507-RA,NA
Cc72_00026508-RA,0.509230426
Cc72_00026509-RA,NA
Cc72_00026511-RA,NA
Cc72_00026510-RA,0.944272859
Cc72_00026514-RA,NA
Cc72_00026513-RA,NA
Cc72_00026512-RA,NA
Cc72_00026516-RA,-0.110058994
Cc72_00026519-RA,NA
Cc72_00026515-RA,NA
Cc72_00026517-RA,0.446851476
Cc72_00026520-RA,0.919528366
Cc72_00026518-RA,NA
Cc72_00026522-RA,-0.439666656
Cc72_00026524-RA,-0.230063256
Cc72_00026523-RA,-0.149858094
Cc72_00026521-RA,-0.483673039
Cc72_00026525-RA,NA
Cc72_00026528-RA,-0.240938746
Cc72_00026527-RA,NA
Cc72_00026526-RA,NA
Cc72_00026530-RA,NA
Cc72_00026529-RA,NA
Cc72_00026534-RA,-0.284674231
Cc72_00026536-RA,-0.378838576
Cc72_00026533-RA,0.941212309
Cc72_00026532-RA,0.071423706
Cc72_00026531-RA,NA
Cc72_00026535-RA,1.419290084
Cc72_00026538-RA,-0.298638633
Cc72_00026537-RA,0.416645208
Cc72_00026540-RA,NA
Cc72_00026539-RA,NA
Cc72_00026542-RA,NA
Cc72_00026541-RA,NA
Cc72_00026544-RA,NA
Cc72_00026543-RA,NA
Cc72_00026545-RA,NA
Cc72_00026549-RA,-0.712656935
Cc72_00026550-RA,1.964229294
Cc72_00026546-RA,NA
Cc72_00026548-RA,0.825950071
Cc72_00026547-RA,0.936919534
Cc72_00026551-RA,-0.821313887
Cc72_00026553-RA,-0.364494484
Cc72_00026552-RA,-2.851792754
Cc72_00026556-RA,NA
Cc72_00026558-RA,NA
Cc72_00026557-RA,NA
Cc72_00026559-RA,NA
Cc72_00026555-RA,NA
Cc72_00026554-RA,-0.253784539
Cc72_00026560-RA,NA
Cc72_00026563-RA,0.079725391
Cc72_00026562-RA,-0.514877159
Cc72_00026566-RA,NA
Cc72_00026561-RA,NA
Cc72_00026564-RA,NA
Cc72_00026565-RA,NA
Cc72_00026568-RA,0.886225914
Cc72_00026569-RA,NA
Cc72_00026567-RA,0.446851476
Cc72_00026570-RA,NA
Cc72_00026571-RA,NA
Cc72_00026572-RA,-0.097814391
Cc72_00026574-RA,NA
Cc72_00026573-RA,0.22528066
Cc72_00026576-RA,NA
Cc72_00026575-RA,0.264757236
Cc72_00026578-RA,NA
Cc72_00026581-RA,0.003218436
Cc72_00026580-RA,NA
Cc72_00026577-RA,-0.093121547
Cc72_00026579-RA,NA
Cc72_00026584-RA,NA
Cc72_00026582-RA,NA
Cc72_00026585-RA,NA
Cc72_00026587-RA,0.180895353
Cc72_00026586-RA,NA
Cc72_00026583-RA,-0.033841171
Cc72_00026590-RA,NA
Cc72_00026591-RA,NA
Cc72_00026593-RA,-0.388655193
Cc72_00026588-RA,NA
Cc72_00026592-RA,-0.203167147
Cc72_00026589-RA,NA
Cc72_00026597-RA,-2.586708435
Cc72_00026594-RA,0.198434488
Cc72_00026598-RA,0.053039305
Cc72_00026595-RA,1.436836636
Cc72_00026596-RA,-0.048793128
Cc72_00026604-RA,NA
Cc72_00026600-RA,-0.967149453
Cc72_00026602-RA,0.012121306
Cc72_00026603-RA,NA
Cc72_00026599-RA,NA
Cc72_00026601-RA,NA
Cc72_00026607-RA,NA
Cc72_00026606-RA,NA
Cc72_00026605-RA,NA
Cc72_00026609-RA,-1.255430951
Cc72_00026608-RA,-0.45776398
Cc72_00026612-RA,-1.272090821
Cc72_00026611-RA,0.478482676
Cc72_00026613-RA,NA
Cc72_00026610-RA,-0.545991797
Cc72_00026614-RA,NA
Cc72_00026615-RA,0.362202061
Cc72_00026616-RA,-0.334830899
Cc72_00026617-RA,0.886225914
Cc72_00026618-RA,-0.954515587
Cc72_00026619-RA,0.388531987
Cc72_00026620-RA,0.341553186
Cc72_00026621-RA,NA
Cc72_00026627-RA,-0.388911306
Cc72_00026625-RA,NA
Cc72_00026624-RA,0.348954713
Cc72_00026628-RA,NA
Cc72_00026626-RA,NA
Cc72_00026629-RA,NA
Cc72_00026622-RA,0.369942731
Cc72_00026623-RA,-0.153364178
Cc72_00026633-RA,0.354723978
Cc72_00026630-RA,NA
Cc72_00026631-RA,-0.514877159
Cc72_00026632-RA,0.635782881
Cc72_00026634-RA,-0.317183924
Cc72_00026635-RA,0.703008341
Cc72_00026638-RA,NA
Cc72_00026639-RA,-0.043942265
Cc72_00026637-RA,0.971605466
Cc72_00026641-RA,NA
Cc72_00026640-RA,-0.210178653
Cc72_00026636-RA,0.235954585
Cc72_00026642-RA,NA
Cc72_00026643-RA,NA
Cc72_00026644-RA,-0.069758771
Cc72_00026646-RA,0.454443351
Cc72_00026647-RA,-0.009385093
Cc72_00026645-RA,0.174011403
Cc72_00026654-RA,-0.44951163
Cc72_00026648-RA,NA
Cc72_00026655-RA,0.446851476
Cc72_00026656-RA,NA
Cc72_00026650-RA,-0.422449346
Cc72_00026649-RA,-1.510953998
Cc72_00026653-RA,0.209882684
Cc72_00026652-RA,NA
Cc72_00026651-RA,NA
Cc72_00026660-RA,NA
Cc72_00026657-RA,0.256387885
Cc72_00026659-RA,-0.037956281
Cc72_00026658-RA,0.121867757
Cc72_00026661-RA,0.173707694
Cc72_00026662-RA,NA
Cc72_00026663-RA,NA
Cc72_00026666-RA,NA
Cc72_00026667-RA,NA
Cc72_00026664-RA,NA
Cc72_00026668-RA,-0.203167147
Cc72_00026665-RA,-0.341804526
Cc72_00026671-RA,0.460773967
Cc72_00026670-RA,-0.514877159
Cc72_00026669-RA,-0.36391039
Cc72_00026672-RA,-1.255430951
Cc72_00026674-RA,NA
Cc72_00026673-RA,1.504405311
Cc72_00026678-RA,NA
Cc72_00026677-RA,0.58508061
Cc72_00026679-RA,-1.255430951
Cc72_00026676-RA,0.044558017
Cc72_00026675-RA,0.352933682
Cc72_00026680-RA,-0.45461444
Cc72_00026682-RA,NA
Cc72_00026684-RA,NA
Cc72_00026685-RA,-0.334830899
Cc72_00026683-RA,-1.167395839
Cc72_00026681-RA,-1.404630176
Cc72_00026686-RA,0.210864477
Cc72_00026687-RA,0.197499261
Cc72_00026688-RA,NA
Cc72_00026691-RA,NA
Cc72_00026690-RA,-1.684477086
Cc72_00026689-RA,-0.485565752
Cc72_00026693-RA,NA
Cc72_00026694-RA,-0.291654413
Cc72_00026692-RA,-0.492951965
Cc72_00026695-RA,-1.625482268
Cc72_00026696-RA,0.380714706
Cc72_00026700-RA,-0.221297669
Cc72_00026698-RA,-0.21510516
Cc72_00026697-RA,0.196733923
Cc72_00026702-RA,NA
Cc72_00026701-RA,NA
Cc72_00026699-RA,-0.073598232
Cc72_00026704-RA,0.189339462
Cc72_00026705-RA,NA
Cc72_00026703-RA,NA
Cc72_00026706-RA,NA
Cc72_00026711-RA,NA
Cc72_00026710-RA,-1.105002192
Cc72_00026707-RA,1.504071866
Cc72_00026709-RA,-0.537668461
Cc72_00026712-RA,NA
Cc72_00026708-RA,NA
Cc72_00026713-RA,NA
Cc72_00026716-RA,NA
Cc72_00026714-RA,NA
Cc72_00026715-RA,NA
Cc72_00026717-RA,NA
Cc72_00026719-RA,-0.033982227
Cc72_00026718-RA,-0.033982227
Cc72_00026723-RA,NA
Cc72_00026721-RA,NA
Cc72_00026722-RA,0.457034959
Cc72_00026720-RA,NA
Cc72_00026724-RA,NA
Cc72_00026726-RA,NA
Cc72_00026725-RA,NA
Cc72_00026728-RA,0.446851476
Cc72_00026732-RA,0.552307255
Cc72_00026730-RA,0.626792651
Cc72_00026729-RA,0.781247495
Cc72_00026731-RA,-0.08067592
Cc72_00026727-RA,NA
Cc72_00026734-RA,-1.866110894
Cc72_00026733-RA,-0.391861159
Cc72_00026739-RA,-0.534200676
Cc72_00026735-RA,-1.9473936
Cc72_00026744-RA,NA
Cc72_00026745-RA,NA
Cc72_00026740-RA,0.091418924
Cc72_00026737-RA,NA
Cc72_00026742-RA,NA
Cc72_00026741-RA,NA
Cc72_00026743-RA,NA
Cc72_00026736-RA,NA
Cc72_00026738-RA,NA
Cc72_00026748-RA,0.886225914
Cc72_00026746-RA,NA
Cc72_00026747-RA,NA
Cc72_00026749-RA,NA
Cc72_00026753-RA,NA
Cc72_00026752-RA,-0.043906502
Cc72_00026756-RA,0.847029009
Cc72_00026751-RA,NA
Cc72_00026750-RA,NA
Cc72_00026755-RA,NA
Cc72_00026761-RA,-0.514877159
Cc72_00026759-RA,-0.872950471
Cc72_00026754-RA,0.488052356
Cc72_00026757-RA,0.147355575
Cc72_00026762-RA,1.996712186
Cc72_00026760-RA,0.711028253
Cc72_00026758-RA,0.12585542
Cc72_00026769-RA,0.626826704
Cc72_00026764-RA,NA
Cc72_00026773-RA,-0.279120603
Cc72_00026770-RA,NA
Cc72_00026765-RA,NA
Cc72_00026774-RA,-2.810650179
Cc72_00026766-RA,NA
Cc72_00026775-RA,-0.57083203
Cc72_00026771-RA,0.236680098
Cc72_00026763-RA,NA
Cc72_00026772-RA,-0.306931155
Cc72_00026767-RA,NA
Cc72_00026768-RA,0.446851476
Cc72_00026781-RA,0.475321971
Cc72_00026780-RA,-0.514877159
Cc72_00026782-RA,NA
Cc72_00026777-RA,NA
Cc72_00026778-RA,0.165917625
Cc72_00026776-RA,-0.335708982
Cc72_00026779-RA,-0.166371874
Cc72_00026783-RA,0.000745295
Cc72_00026789-RA,-1.202644738
Cc72_00026788-RA,0.600284115
Cc72_00026794-RA,NA
Cc72_00026786-RA,1.417529844
Cc72_00026787-RA,-0.404403936
Cc72_00026793-RA,NA
Cc72_00026792-RA,-1.255430951
Cc72_00026784-RA,0.335807947
Cc72_00026785-RA,-1.971208026
Cc72_00026791-RA,NA
Cc72_00026790-RA,0.706856934
Cc72_00026802-RA,-0.195216805
Cc72_00026796-RA,-0.083665958
Cc72_00026801-RA,-1.255430951
Cc72_00026799-RA,NA
Cc72_00026800-RA,-0.514877159
Cc72_00026798-RA,-0.609698393
Cc72_00026795-RA,0.305776956
Cc72_00026797-RA,NA
Cc72_00026807-RA,0.919528366
Cc72_00026812-RA,0.387304202
Cc72_00026813-RA,0.825950071
Cc72_00026816-RA,0.479289273
Cc72_00026809-RA,NA
Cc72_00026803-RA,-1.931101303
Cc72_00026810-RA,NA
Cc72_00026820-RA,NA
Cc72_00026818-RA,-0.075441704
Cc72_00026805-RA,0.301368798
Cc72_00026808-RA,1.058700856
Cc72_00026815-RA,0.924304638
Cc72_00026806-RA,NA
Cc72_00026817-RA,0.506069349
Cc72_00026814-RA,NA
Cc72_00026819-RA,0.77931028
Cc72_00026811-RA,NA
Cc72_00026804-RA,NA
Cc72_00026829-RA,-0.831150324
Cc72_00026823-RA,-0.730822533
Cc72_00026821-RA,0.914157025
Cc72_00026822-RA,-0.514877159
Cc72_00026828-RA,NA
Cc72_00026826-RA,NA
Cc72_00026827-RA,NA
Cc72_00026824-RA,NA
Cc72_00026825-RA,NA
Cc72_00026831-RA,0.191550218
Cc72_00026833-RA,-1.443125721
Cc72_00026830-RA,-1.756260309
Cc72_00026832-RA,1.398710764
Cc72_00026837-RA,1.563654516
Cc72_00026834-RA,-1.255430951
Cc72_00026836-RA,NA
Cc72_00026835-RA,NA
Cc72_00026840-RA,NA
Cc72_00026838-RA,NA
Cc72_00026844-RA,NA
Cc72_00026842-RA,NA
Cc72_00026841-RA,NA
Cc72_00026849-RA,NA
Cc72_00026851-RA,NA
Cc72_00026843-RA,NA
Cc72_00026848-RA,NA
Cc72_00026850-RA,NA
Cc72_00026845-RA,1.572209216
Cc72_00026847-RA,NA
Cc72_00026839-RA,NA
Cc72_00026846-RA,NA
Cc72_00026855-RA,NA
Cc72_00026856-RA,NA
Cc72_00026859-RA,-0.323920009
Cc72_00026853-RA,-0.197406164
Cc72_00026858-RA,-0.514877159
Cc72_00026852-RA,-0.259217397
Cc72_00026860-RA,-1.38836877
Cc72_00026861-RA,-1.869558258
Cc72_00026854-RA,NA
Cc72_00026857-RA,NA
Cc72_00026863-RA,0.139269279
Cc72_00026862-RA,1.518145425
Cc72_00026865-RA,-1.564085719
Cc72_00026866-RA,NA
Cc72_00026864-RA,3.079731474
Cc72_00026869-RA,-0.009824299
Cc72_00026868-RA,-0.143943484
Cc72_00026867-RA,-0.984521653
Cc72_00026871-RA,NA
Cc72_00026872-RA,NA
Cc72_00026870-RA,2.284874112
Cc72_00026873-RA,0.522168716
Cc72_00026876-RA,-0.252256511
Cc72_00026874-RA,-0.048913778
Cc72_00026880-RA,-1.218036132
Cc72_00026875-RA,-0.297208711
Cc72_00026879-RA,-0.644075368
Cc72_00026878-RA,NA
Cc72_00026877-RA,0.025020415
Cc72_00026881-RA,NA
Cc72_00026885-RA,NA
Cc72_00026882-RA,0.190325549
Cc72_00026883-RA,-1.769608477
Cc72_00026890-RA,NA
Cc72_00026887-RA,NA
Cc72_00026884-RA,NA
Cc72_00026886-RA,0.446851476
Cc72_00026888-RA,0.355521185
Cc72_00026889-RA,0.195680674
Cc72_00026891-RA,-0.514877159
Cc72_00026894-RA,-0.442945876
Cc72_00026903-RA,NA
Cc72_00026900-RA,NA
Cc72_00026895-RA,NA
Cc72_00026898-RA,NA
Cc72_00026902-RA,NA
Cc72_00026907-RA,NA
Cc72_00026911-RA,NA
Cc72_00026909-RA,NA
Cc72_00026901-RA,NA
Cc72_00026893-RA,NA
Cc72_00026899-RA,NA
Cc72_00026904-RA,NA
Cc72_00026910-RA,NA
Cc72_00026908-RA,NA
Cc72_00026905-RA,-1.561299331
Cc72_00026892-RA,NA
Cc72_00026897-RA,NA
Cc72_00026896-RA,NA
Cc72_00026906-RA,NA
Cc72_00026914-RA,NA
Cc72_00026913-RA,NA
Cc72_00026917-RA,NA
Cc72_00026921-RA,NA
Cc72_00026922-RA,NA
Cc72_00026919-RA,NA
Cc72_00026918-RA,NA
Cc72_00026912-RA,NA
Cc72_00026916-RA,NA
Cc72_00026920-RA,NA
Cc72_00026915-RA,NA
Cc72_00026946-RA,NA
Cc72_00026930-RA,NA
Cc72_00026924-RA,NA
Cc72_00026939-RA,NA
Cc72_00026926-RA,NA
Cc72_00026928-RA,NA
Cc72_00026929-RA,NA
Cc72_00026925-RA,NA
Cc72_00026932-RA,NA
Cc72_00026940-RA,-0.03728717
Cc72_00026944-RA,-2.253071758
Cc72_00026937-RA,NA
Cc72_00026949-RA,NA
Cc72_00026927-RA,NA
Cc72_00026945-RA,0.409814021
Cc72_00026942-RA,0.904426357
Cc72_00026948-RA,0.446851476
Cc72_00026923-RA,0.004527532
Cc72_00026943-RA,-0.170614524
Cc72_00026934-RA,NA
Cc72_00026935-RA,-0.514877159
Cc72_00026941-RA,-2.331760013
Cc72_00026931-RA,NA
Cc72_00026947-RA,NA
Cc72_00026933-RA,NA
Cc72_00026950-RA,NA
Cc72_00026938-RA,-0.514877159
Cc72_00026936-RA,NA
Cc72_00026951-RA,NA
Cc72_00026952-RA,NA
Cc72_00026956-RA,0.339008311
Cc72_00026953-RA,NA
Cc72_00026954-RA,NA
Cc72_00026955-RA,NA
Cc72_00026958-RA,NA
Cc72_00026957-RA,NA
Cc72_00026961-RA,-1.312277073
Cc72_00026962-RA,NA
Cc72_00026963-RA,NA
Cc72_00026959-RA,NA
Cc72_00026960-RA,-0.538777898
Cc72_00026965-RA,NA
Cc72_00026964-RA,NA
Cc72_00026969-RA,NA
Cc72_00026967-RA,NA
Cc72_00026971-RA,NA
Cc72_00026970-RA,NA
Cc72_00026966-RA,NA
Cc72_00026968-RA,NA
Cc72_00026973-RA,NA
Cc72_00026974-RA,NA
Cc72_00026975-RA,NA
Cc72_00026976-RA,NA
Cc72_00026972-RA,NA
Cc72_00026979-RA,NA
Cc72_00026980-RA,NA
Cc72_00026978-RA,NA
Cc72_00026977-RA,NA
Cc72_00026981-RA,NA
Cc72_00026986-RA,0.116887417
Cc72_00026982-RA,NA
Cc72_00026984-RA,0.001588012
Cc72_00026987-RA,NA
Cc72_00026985-RA,-1.125039815
Cc72_00026988-RA,0.209363632
Cc72_00026983-RA,NA
Cc72_00026993-RA,0.351559731
Cc72_00026995-RA,0.248127581
Cc72_00026992-RA,0.686974501
Cc72_00026990-RA,-1.021215783
Cc72_00026996-RA,0.105757921
Cc72_00026994-RA,0.030923546
Cc72_00026991-RA,0.627794371
Cc72_00026989-RA,0.374714256
Cc72_00026997-RA,-0.114479997
Cc72_00026998-RA,-1.355034287
Cc72_00027001-RA,0.020018009
Cc72_00027002-RA,-0.361995744
Cc72_00027000-RA,NA
Cc72_00026999-RA,-0.969719326
Cc72_00027005-RA,NA
Cc72_00027006-RA,NA
Cc72_00027004-RA,NA
Cc72_00027007-RA,NA
Cc72_00027008-RA,NA
Cc72_00027003-RA,NA
Cc72_00027009-RA,NA
Cc72_00027010-RA,NA
Cc72_00027014-RA,1.548308113
Cc72_00027013-RA,0.174912123
Cc72_00027011-RA,-0.030475478
Cc72_00027012-RA,1.695449988
Cc72_00027015-RA,NA
Cc72_00027016-RA,NA
Cc72_00027021-RA,-0.514877159
Cc72_00027017-RA,-1.477669057
Cc72_00027018-RA,0.34912415
Cc72_00027025-RA,0.003611266
Cc72_00027023-RA,-0.2730049
Cc72_00027019-RA,NA
Cc72_00027020-RA,-2.660701667
Cc72_00027022-RA,0.378453276
Cc72_00027027-RA,-0.531206987
Cc72_00027024-RA,-0.183493187
Cc72_00027026-RA,0.28598032
Cc72_00027029-RA,0.254925436
Cc72_00027028-RA,NA
Cc72_00027030-RA,0.025136262
Cc72_00027038-RA,-1.377300854
Cc72_00027040-RA,-0.267802077
Cc72_00027039-RA,-0.191727061
Cc72_00027031-RA,NA
Cc72_00027036-RA,NA
Cc72_00027033-RA,NA
Cc72_00027032-RA,NA
Cc72_00027037-RA,NA
Cc72_00027035-RA,NA
Cc72_00027034-RA,NA
Cc72_00027043-RA,NA
Cc72_00027053-RA,0.102409178
Cc72_00027045-RA,-0.174865361
Cc72_00027042-RA,0.399113965
Cc72_00027046-RA,0.038422867
Cc72_00027044-RA,-0.355565608
Cc72_00027051-RA,-2.257815924
Cc72_00027054-RA,NA
Cc72_00027050-RA,0.073768137
Cc72_00027041-RA,0.062717864
Cc72_00027052-RA,0.449410661
Cc72_00027048-RA,NA
Cc72_00027049-RA,NA
Cc72_00027047-RA,NA
Cc72_00027055-RA,-0.797682123
Cc72_00027058-RA,NA
Cc72_00027056-RA,NA
Cc72_00027057-RA,NA
Cc72_00027059-RA,NA
Cc72_00027060-RA,-0.98477211
Cc72_00027062-RA,NA
Cc72_00027061-RA,NA
Cc72_00027064-RA,-0.221102222
Cc72_00027065-RA,0.278743287
Cc72_00027066-RA,NA
Cc72_00027063-RA,NA
Cc72_00027067-RA,0.544911099
Cc72_00027071-RA,0.018146397
Cc72_00027069-RA,0.464477867
Cc72_00027072-RA,NA
Cc72_00027070-RA,0.158347088
Cc72_00027068-RA,1.187985927
Cc72_00027075-RA,-0.039953399
Cc72_00027074-RA,NA
Cc72_00027073-RA,-0.792595738
Cc72_00027076-RA,-0.189325429
Cc72_00027080-RA,NA
Cc72_00027078-RA,-1.494254942
Cc72_00027079-RA,NA
